"","Name","Season","Apps","Mins","Assists","KeyP","AvgP","PS","Crosses","LongB","ThrB","Rating","Team.x","Meta","Team.y","Cost"
"1791","James McArthur",2012,"24(10)",2407,2,0.8,48.6,85.1,0,4,0,6.84,"Wigan","M(C)",NA,NA
"1792","James McArthur",2014,"29(3)",2607,0,0.9,33.6,78.6,0.1,2,0,7.17,"Crystal Palace","M(C)","crystal-palace",2550000
"1793","James McArthur",2015,"26(2)",2193,2,0.8,37.8,85.4,0,2.4,0,6.85,"Crystal Palace","M(C)","crystal-palace",5950000
"1794","James McArthur",2016,"12",1010,2,0.7,39.7,80.9,0.2,2.3,0,7.05,"Crystal Palace","M(C)","crystal-palace",5950000
"1795","James McCarthy",2009,"19(1)",1638,1,1,31.4,77.2,1.1,2.2,0.2,6.89,"Wigan","M(C)",NA,NA
"1796","James McCarthy",2010,"24",1983,1,0.8,34.4,83.8,0.1,2.2,0.1,6.91,"Wigan","M(C)",NA,NA
"1797","James McCarthy",2011,"33",2900,1,1,46.4,87.2,0,4.3,0.1,6.76,"Wigan","M(C)",NA,NA
"1798","James McCarthy",2012,"38",3376,2,0.9,57.6,87.3,0.1,4.7,0,6.89,"Wigan","M(C)",NA,NA
"1799","James McCarthy",2013,"31(3)",2856,3,1.2,50.3,87.2,0.2,4.6,0.1,7.14,"Everton","M(C)","everton-fc",5530000
"1800","James McCarthy",2014,"27(1)",2404,1,0.6,50.5,85.6,0.1,3.2,0,7.09,"Everton","M(C)","everton-fc",10200000
"1801","James McCarthy",2015,"29",2435,2,0.5,46.8,87,0.1,3.3,0.1,6.88,"Everton","M(C)","everton-fc",14450000
"1802","Jamie O'Hara",2009,"25(1)",2257,4,2.3,54.3,80.2,1.8,4.3,0.2,7.08,"Portsmouth","M(C)","tottenham-hotspur",3150000
"1803","Jamie O'Hara",2011,"19",1662,1,1.5,63.5,82.9,1.7,6.9,0.2,6.81,"Wolverhampton Wanderers","M(C)",NA,NA
"1804","Jermaine Jenas",2009,"9(10)",932,2,0.7,29.1,88.6,0.1,3.4,0.2,6.82,"Tottenham","M(C)","tottenham-hotspur",11050000
"1805","Jermaine Jenas",2010,"14(5)",1320,1,1.1,46.2,87.7,0.1,4.5,0.1,6.89,"Tottenham","M(C)","tottenham-hotspur",10200000
"1806","Joe Allen",2011,"31(5)",2893,2,1.3,60.5,91.2,0.4,5.4,0.1,7.14,"Swansea","M(C)","swansea-city",425000
"1807","Joe Allen",2012,"21(6)",1920,0,0.8,51.7,89.7,0,3.9,0,6.63,"Liverpool","M(C)","liverpool-fc",3400000
"1808","Joe Allen",2013,"15(9)",1438,0,0.8,34.3,86.7,0,1.3,0.1,6.89,"Liverpool","M(C)","liverpool-fc",12750000
"1809","Joe Allen",2014,"16(5)",1471,0,0.7,40.8,87.9,0.2,1.1,0,6.81,"Liverpool","M(C)","liverpool-fc",11900000
"1810","Joe Allen",2015,"8(11)",736,1,0.6,21.5,84.1,0.1,1,0.1,6.57,"Liverpool","M(C)","liverpool-fc",8500000
"1811","Joe Allen",2016,"11(2)",1012,2,1.3,35.9,79.2,0.6,0.6,0.2,7.35,"Stoke","M(C)","stoke-city",10200000
"1812","Joey Barton",2010,"32",2880,9,2.5,50.5,75.3,2.8,5.7,0.3,7.35,"Newcastle United","M(C)",NA,NA
"1813","Joey Barton",2011,"31",2673,3,2,50.6,75.2,1.4,4.6,0,7.09,"Queens Park Rangers","M(C)",NA,NA
"1814","Joey Barton",2014,"27(1)",2351,3,2.1,48.8,73.2,1.4,5.2,0.1,7.1,"Queens Park Rangers","M(C)",NA,NA
"1815","Jonjo Shelvey",2012,"9(10)",918,0,0.7,25.1,81.7,0.3,2.1,0,6.45,"Liverpool","M(C)","liverpool-fc",2550000
"1816","Jonjo Shelvey",2013,"29(3)",2476,6,1.4,50.4,83,0.9,5.8,0.2,6.94,"Swansea","M(C)","swansea-city",4680000
"1817","Jonjo Shelvey",2014,"28(3)",2456,5,1,48.9,79.1,0.5,4.6,0.1,6.83,"Swansea","M(C)","swansea-city",6380000
"1818","Jordan Veretout",2015,"21(4)",1825,5,1.6,39.6,83,1.4,2,0,6.57,"Aston Villa","M(C)",NA,NA
"1819","Kagisho Dikgacoi",2013,"25(1)",1957,0,0.6,29.7,77.3,0,2,0.1,6.55,"Crystal Palace","M(C)","crystal-palace",850000
"1820","Karl Henry",2009,"34",3036,0,0.7,40.4,80.2,0.2,3.6,0,6.57,"Wolverhampton Wanderers","M(C)",NA,NA
"1821","Karl Henry",2010,"28(1)",2427,2,0.5,42.4,82,0.2,2.8,0.1,6.59,"Wolverhampton Wanderers","M(C)",NA,NA
"1822","Karl Henry",2011,"30(1)",2580,0,0.5,46.2,86.2,0.1,3.7,0,6.55,"Wolverhampton Wanderers","M(C)",NA,NA
"1823","Karl Henry",2014,"27(6)",2506,0,0.3,31,80.6,0.1,2.5,0,6.43,"Queens Park Rangers","M(C)",NA,NA
"1824","Keith Andrews",2009,"22(10)",2115,0,0.6,24.5,67.3,0.2,1.5,0.1,6.68,"Blackburn","M(C)",NA,NA
"1825","Kevin Kilbane",2009,"15(6)",1351,1,0.3,22.2,68.1,0.2,1.1,0,6.53,"Hull","M(C)","hull-city",2550000
"1826","Kevin McDonald",2009,"15(11)",1458,1,0.5,27.2,80.9,0.1,3.2,0,6.49,"Burnley","M(C)","burnley-fc",638000
"1827","Kevin Nolan",2010,"30",2658,1,0.9,33,82.9,0.1,1.7,0.2,6.93,"Newcastle United","M(C)",NA,NA
"1828","Kevin Nolan",2012,"35",2991,2,0.8,29.1,78.6,0.2,1.1,0.1,6.77,"West Ham","M(C)","west-ham-united",5100000
"1829","Kevin Nolan",2013,"33",2694,5,0.9,21.1,79,0,0.7,0.1,6.74,"West Ham","M(C)","west-ham-united",5100000
"1830","Kevin Nolan",2014,"19(10)",1747,1,0.4,19.8,78.4,0,0.9,0,6.56,"West Ham","M(C)","west-ham-united",4250000
"1831","Lee Cattermole",2009,"19(3)",1497,3,0.6,29.3,75.6,0.1,3.4,0,6.83,"Sunderland","M(C)","sunderland-afc",3150000
"1832","Lee Cattermole",2010,"22(1)",1922,0,0.7,37.9,79.4,0,3.4,0.1,6.97,"Sunderland","M(C)","sunderland-afc",3830000
"1833","Lee Cattermole",2011,"23",1945,0,0.3,37.3,81.4,0,3.9,0,6.84,"Sunderland","M(C)","sunderland-afc",5100000
"1834","Lee Cattermole",2013,"21(3)",1760,0,0.5,35.5,82.5,0,4.1,0.1,6.66,"Sunderland","M(C)","sunderland-afc",4680000
"1835","Lee Cattermole",2014,"26(2)",2358,0,0.4,39.4,80.8,0,3.2,0.1,6.83,"Sunderland","M(C)","sunderland-afc",2980000
"1836","Lee Cattermole",2015,"27(4)",2217,0,0.7,30,75.7,0.1,2.1,0.2,6.59,"Sunderland","M(C)","sunderland-afc",2980000
"1837","Leon Britton",2011,"35(1)",3020,0,0.3,62.7,93.4,0,3,0,6.68,"Swansea","M(C)","swansea-city",850000
"1838","Leon Britton",2012,"30(3)",2533,0,0.3,53.5,91.4,0,1.7,0,6.64,"Swansea","M(C)","swansea-city",2980000
"1839","Leon Britton",2013,"23(2)",2022,1,0.4,60.9,90.3,0.1,2.4,0,6.76,"Swansea","M(C)","swansea-city",3830000
"1840","Leon Britton",2015,"19(6)",1528,0,0.2,40,88,0,0.6,0,6.58,"Swansea","M(C)","swansea-city",1280000
"1841","Luka Modric",2009,"21(4)",1916,3,1.8,41.4,86.1,0.2,2.9,0.3,7.3,"Tottenham","M(C)","tottenham-hotspur",15730000
"1842","Luka Modric",2010,"32",2801,2,2.1,62.5,86.5,0.4,5.6,0.1,7.34,"Tottenham","M(C)","tottenham-hotspur",16150000
"1843","Luka Modric",2011,"36",3216,4,2.6,70.4,87.4,1.3,7.6,0.5,7.59,"Tottenham","M(C)","tottenham-hotspur",23800000
"1844","Mark Gower",2011,"14(6)",1131,5,1.8,42.4,84.3,1.8,3.5,0.1,6.76,"Swansea","M(C)","swansea-city",638000
"1845","Mark Noble",2009,"25(2)",2123,4,2.2,41.9,82.5,1.6,3.6,0.2,7.06,"West Ham","M(C)","west-ham-united",6550000
"1846","Mark Noble",2010,"25(1)",2144,3,1.8,46.5,85.5,1,4.7,0.3,6.95,"West Ham","M(C)","west-ham-united",6380000
"1847","Mark Noble",2012,"25(3)",2286,3,1.5,51.6,82.6,1.3,3.8,0.1,7.08,"West Ham","M(C)","west-ham-united",5950000
"1848","Mark Noble",2013,"38",3344,4,1.5,51.9,82.8,0.8,5.1,0.2,7.13,"West Ham","M(C)","west-ham-united",6800000
"1849","Mark Noble",2014,"27(1)",2308,3,1.6,49.1,85.2,0.9,3.3,0.2,7.04,"West Ham","M(C)","west-ham-united",5950000
"1850","Mark Noble",2015,"37",3205,4,1.4,52,86.4,0.2,4.1,0,7.15,"West Ham","M(C)","west-ham-united",5950000
"1851","Mark Noble",2016,"13",1063,0,0.8,51.2,89.2,0.1,4.3,0,6.47,"West Ham","M(C)","west-ham-united",5950000
"1852","Marouane Fellaini",2009,"20(3)",1763,2,1,43.6,75.3,0.4,1.9,0.2,7.49,"Everton","M(C)","everton-fc",13600000
"1853","Marouane Fellaini",2010,"19(1)",1654,2,1,50.3,77.3,0.1,2.8,0.1,7.1,"Everton","M(C)","everton-fc",16150000
"1854","Marouane Fellaini",2011,"31(3)",2856,4,0.7,52.6,79.7,0.1,2.4,0,7.1,"Everton","M(C)","everton-fc",16150000
"1855","Marouane Fellaini",2012,"31",2786,5,1.3,52.5,79.2,0.1,1.8,0.1,7.59,"Everton","M(C)","everton-fc",1.7e+07
"1856","Marouane Fellaini",2014,"19(8)",1831,0,0.8,41.3,84.7,0.2,1.1,0,7.16,"Manchester United","M(C)","manchester-united",19550000
"1857","Marouane Fellaini",2015,"12(6)",1070,0,0.6,32.8,83.6,0,0.8,0,6.78,"Manchester United","M(C)","manchester-united",13600000
"1858","Marouane Fellaini",2016,"8(3)",703,0,0.7,44.3,89.1,0,1.5,0,6.87,"Manchester United","M(C)","manchester-united",12750000
"1859","Mathieu Flamini",2013,"18(9)",1604,0,0.3,41.7,91.5,0,2.4,0,6.63,"Arsenal","M(C)","arsenal-fc",4250000
"1860","Mathieu Flamini",2014,"15(8)",1456,1,0.2,37.6,91.3,0,0.9,0,6.73,"Arsenal","M(C)","arsenal-fc",7650000
"1861","Mauro Formica",2011,"25(9)",2176,1,0.5,20.5,81.5,0.1,0.5,0,6.73,"Blackburn","M(C)",NA,NA
"1862","Michael Brown",2009,"22(2)",1932,4,0.9,35.8,76.4,0.4,2.2,0.1,6.84,"Portsmouth","M(C)",NA,NA
"1863","Mikel Arteta",2010,"29",2412,5,2.1,50.8,86.9,1.9,5,0.2,7.26,"Everton","M(C)","everton-fc",15300000
"1864","Mikel Arteta",2011,"29",2475,2,2.1,76.9,90.8,1,5.2,0.2,7.45,"Arsenal","M(C)","arsenal-fc",14450000
"1865","Mikel Arteta",2011,"29",2475,2,2.1,76.9,90.8,1,5.2,0.2,7.45,"Arsenal","M(C)","everton-fc",14450000
"1866","Mikel Arteta",2012,"34",2985,3,0.8,80.9,91.5,0.3,5.3,0.2,7.37,"Arsenal","M(C)","arsenal-fc",12330000
"1867","Mikel Arteta",2013,"27(4)",2407,0,0.6,69.4,92.1,0.2,4.6,0.1,7.14,"Arsenal","M(C)","arsenal-fc",9350000
"1868","Nigel de Jong",2009,"30(4)",2631,0,0.4,40.3,84.9,0,3.7,0,6.98,"Manchester City","M(C)","manchester-city",10630000
"1869","Nigel de Jong",2010,"30(2)",2612,1,0.5,49.2,90,0,4,0.1,7.05,"Manchester City","M(C)","manchester-city",11900000
"1870","Nigel de Jong",2011,"11(10)",1071,0,0.3,42.7,92.3,0,3.4,0,6.71,"Manchester City","M(C)","manchester-city",1.7e+07
"1871","Paul Pogba",2016,"13",1170,1,2,71,85,0.2,4.5,0.5,7.59,"Manchester United","M(C)","manchester-united",6.8e+07
"1872","Paul Scholes",2009,"24(4)",1948,3,0.9,57.7,89.2,0,6.7,0.2,7.11,"Manchester United","M(C)","manchester-united",6380000
"1873","Paul Scholes",2010,"16(6)",1536,3,0.9,61.7,90.2,0.1,8.4,0.2,6.78,"Manchester United","M(C)","manchester-united",5100000
"1874","Paulinho",2013,"28(2)",2381,2,0.8,42.9,84.5,0.1,2,0.1,6.89,"Tottenham","M(C)","tottenham-hotspur",10200000
"1875","Phil Neville",2009,"22(1)",1955,1,0.4,40.6,78.8,0.4,2.2,0,6.74,"Everton","M(C)","everton-fc",4680000
"1876","Phil Neville",2010,"31",2665,1,0.8,36.8,77.4,0.8,2.5,0,6.62,"Everton","M(C)","everton-fc",4250000
"1877","Phil Neville",2011,"24(3)",2068,0,0.5,40.4,81,0.3,2,0,6.56,"Everton","M(C)","everton-fc",2980000
"1878","Pierre0Emile H©ªjbjerg",2016,"7(5)",711,0,0.8,45.2,88.4,0.6,1.5,0.1,6.77,"Southampton","M(C)",NA,NA
"1879","Radosav Petrovic",2011,"10(9)",981,0,0.2,23.5,78.7,0,1.8,0.1,6.32,"Blackburn","M(C)",NA,NA
"1880","Rafael van der Vaart",2010,"28",2240,8,2.4,44.1,84.2,1.3,3.8,0.3,7.44,"Tottenham","M(C)","tottenham-hotspur",12750000
"1881","Rafael van der Vaart",2011,"28(5)",2339,7,2.3,49.1,88,1.2,4.1,0.4,7.21,"Tottenham","M(C)","tottenham-hotspur",1.7e+07
"1882","Raul Meireles",2010,"32(1)",2547,5,2,40.8,78.5,1.5,2,0.1,7.31,"Liverpool","M(C)","liverpool-fc",8930000
"1883","Raul Meireles",2011,"23(5)",1932,3,1.4,47,84.5,0.6,3.1,0.2,6.81,"Chelsea","M(C)","chelsea-fc",11050000
"1884","Raul Meireles",2011,"23(5)",1932,3,1.4,47,84.5,0.6,3.1,0.2,6.81,"Chelsea","M(C)","liverpool-fc",11050000
"1885","Sandro",2010,"11(8)",1076,0,0.6,31.2,82,0.3,2.1,0,6.89,"Tottenham","M(C)","tottenham-hotspur",7650000
"1886","Sandro",2011,"17(6)",1419,0,0.5,34.8,87.6,0,1.5,0,7,"Tottenham","M(C)","tottenham-hotspur",6800000
"1887","Sandro",2012,"22",1780,2,1,42.3,85.7,0.2,2.5,0.1,7.4,"Tottenham","M(C)","tottenham-hotspur",9780000
"1888","Scott Parker",2009,"30(1)",2576,3,1.1,48.6,82.4,0,3.9,0.5,7.33,"West Ham","M(C)","west-ham-united",8080000
"1889","Scott Parker",2010,"30(2)",2738,2,1.3,45.1,83.1,0.2,3.5,0.1,7.27,"West Ham","M(C)","west-ham-united",9350000
"1890","Scott Parker",2011,"28(1)",2476,1,0.8,59.4,89.5,0.2,2.7,0.3,7.22,"Tottenham","M(C)","tottenham-hotspur",11050000
"1891","Scott Parker",2011,"28(1)",2476,1,0.8,59.4,89.5,0.2,2.7,0.3,7.22,"Tottenham","M(C)","west-ham-united",11050000
"1892","Scott Parker",2012,"15(6)",1363,1,0.9,44.4,84,0.1,1.6,0.2,6.81,"Tottenham","M(C)","tottenham-hotspur",9350000
"1893","Scott Parker",2013,"27(2)",2318,1,0.6,47.3,86.1,0,3,0.1,6.84,"Fulham","M(C)",NA,NA
"1894","Seyi Olofinjana",2009,"11(8)",1129,0,0.3,20,66.3,0,1.5,0.2,6.55,"Hull","M(C)","hull-city",1870000
"1895","Somen Tchoyi",2010,"7(16)",814,1,0.7,10.4,72.8,0.2,0.6,0.1,6.55,"West Bromwich Albion","M(C)","west-bromwich-albion",2980000
"1896","Somen Tchoyi",2011,"6(12)",646,0,0.4,7.8,72.1,0.4,0.2,0,6.12,"West Bromwich Albion","M(C)","west-bromwich-albion",2980000
"1897","Steed Malbranque",2009,"30(1)",2093,5,1.6,26,75.8,0.6,0.8,0.5,7.11,"Sunderland","M(C)","sunderland-afc",7230000
"1898","Steed Malbranque",2010,"24(11)",2176,3,1.1,27.2,81,0.3,0.8,0.3,6.79,"Sunderland","M(C)","sunderland-afc",6800000
"1899","Stephen Ireland",2009,"16(6)",1453,2,1,31.8,76,0.1,2.1,0.4,6.81,"Manchester City","M(C)","manchester-city",12750000
"1900","Stephen Ireland",2011,"19(5)",1590,3,0.9,32.3,80.6,0.3,1,0.2,6.8,"Aston Villa","M(C)",NA,NA
"1901","Stephen Ireland",2013,"14(11)",1389,2,1.1,26.6,82.3,0.8,1,0.1,6.64,"Stoke","M(C)","stoke-city",3400000
"1902","Steve Sidwell",2009,"12(13)",1216,1,0.2,15.2,75.5,0,0.7,0,6.52,"Aston Villa","M(C)",NA,NA
"1903","Steve Sidwell",2012,"24(4)",2104,2,0.7,38.9,85.5,0.1,2.9,0,7.11,"Fulham","M(C)",NA,NA
"1904","Steve Sidwell",2013,"36(2)",3234,2,0.6,38.6,83,0.1,3.3,0,7.03,"Fulham","M(C)",NA,NA
"1905","Steven Gerrard",2009,"32(1)",2850,7,2.4,51.6,77.7,1.8,4.3,0.2,7.52,"Liverpool","M(C)","liverpool-fc",42500000
"1906","Steven Gerrard",2010,"20(1)",1869,5,2.5,59.8,80.4,1.6,5.6,0.3,7.52,"Liverpool","M(C)","liverpool-fc",42500000
"1907","Steven Gerrard",2011,"12(6)",1212,2,1.6,49.7,83.2,1.4,4.6,0.2,7.03,"Liverpool","M(C)","liverpool-fc",30600000
"1908","Steven Gerrard",2012,"36",3223,9,2.6,66.3,85.5,1.4,8.4,0.3,7.55,"Liverpool","M(C)","liverpool-fc",13180000
"1909","Steven Gerrard",2013,"33(1)",2900,13,2,65.3,86,1.4,7.6,0.2,7.77,"Liverpool","M(C)","liverpool-fc",9780000
"1910","Steven Gerrard",2014,"25(4)",2238,1,1.8,52.8,85,1,5.3,0.1,6.95,"Liverpool","M(C)","liverpool-fc",6380000
"1911","Steven N'Zonzi",2009,"33",2868,0,0.5,40.8,68.2,0.1,2.5,0.1,7.11,"Blackburn","M(C)",NA,NA
"1912","Steven N'Zonzi",2010,"13(8)",1268,0,0.3,26.3,66,0.1,1.3,0,6.74,"Blackburn","M(C)",NA,NA
"1913","Steven N'Zonzi",2011,"31(1)",2810,5,0.7,54.2,83.6,0.1,4,0,6.83,"Blackburn","M(C)",NA,NA
"1914","Steven N'Zonzi",2012,"35",3109,0,0.4,44.1,82.1,0.1,1.9,0,6.76,"Stoke","M(C)","stoke-city",3830000
"1915","Steven N'Zonzi",2013,"34(2)",3041,1,0.9,56.9,87.2,0.1,2.8,0,6.8,"Stoke","M(C)","stoke-city",5950000
"1916","Steven N'Zonzi",2014,"38",3376,1,0.9,56.6,85,0.2,2.3,0,7.01,"Stoke","M(C)","stoke-city",5100000
"1917","Tom Carroll",2015,"4(15)",506,0,0.5,17.8,84.3,0.2,1.1,0,6.32,"Tottenham","M(C)","tottenham-hotspur",2550000
"1918","Valon Behrami",2009,"24(3)",2055,1,0.6,28.4,81.1,0,0.7,0.1,6.99,"West Ham","M(C)","west-ham-united",6800000
"1919","Valon Behrami",2015,"14(7)",1281,1,0.2,24.2,79.7,0.1,0.4,0,6.59,"Watford","M(C)","watford-fc",5100000
"1920","Valon Behrami",2016,"13",1115,0,0.2,32.8,82.4,0.1,1.5,0,6.59,"Watford","M(C)","watford-fc",2130000
"1921","Wade Elliott",2009,"34(4)",3121,4,1.2,35.8,73.2,0.7,1.4,0.2,6.74,"Burnley","M(C)","burnley-fc",1280000
"1922","Wilson Palacios",2009,"29(4)",2533,1,0.8,40.9,83.8,0.1,4.7,0.2,7.14,"Tottenham","M(C)","tottenham-hotspur",11480000
"1923","Wilson Palacios",2010,"16(5)",1226,0,0.5,32.2,86.7,0,2.7,0,6.52,"Tottenham","M(C)","tottenham-hotspur",13600000
"1924","Wilson Palacios",2011,"9(9)",800,0,0.2,17.5,83.5,0.1,1.4,0,6.3,"Stoke","M(C)","stoke-city",11900000
"1925","Yann M'Vila",2015,"36(1)",3189,4,1.2,45.3,81.4,0.5,2.8,0.1,7.1,"Sunderland","M(C)","sunderland-afc",5950000
"1926","Yaya Toure",2010,"35",2977,4,1.1,52.4,85.5,0.1,3.1,0.4,7.17,"Manchester City","M(C)","manchester-city",15300000
"1927","Yaya Toure",2011,"31(1)",2651,6,1.7,75.6,90.5,0.1,5.5,0.3,7.42,"Manchester City","M(C)","manchester-city",21250000
"1928","Yaya Toure",2012,"32",2830,5,1.4,78.9,88.9,0.2,5.5,0.4,7.18,"Manchester City","M(C)","manchester-city",31030000
"1929","Yaya Toure",2013,"35",2927,9,1.2,71.5,90.1,0.1,4.6,0.1,7.55,"Manchester City","M(C)","manchester-city",30600000
"1930","Yaya Toure",2014,"27(2)",2357,1,1.1,83.1,88.9,0.1,3.9,0.2,7.4,"Manchester City","M(C)","manchester-city",25500000
"1931","Yaya Toure",2015,"28(4)",2335,5,1.4,57.4,86.5,0.1,3.4,0.4,7.22,"Manchester City","M(C)","manchester-city",23800000
"1932","Yohan Cabaye",2011,"34",2839,6,1.6,42.7,80.4,1.1,2.8,0.2,7.26,"Newcastle United","M(C)",NA,NA
"1933","Yohan Cabaye",2012,"25(1)",2124,2,2,45.1,79.6,1.7,5.4,0.2,7.2,"Newcastle United","M(C)",NA,NA
"1934","Yohan Cabaye",2013,"17(2)",1509,2,1.7,49,82,0.9,3.2,0.4,7.48,"Newcastle United","M(C)",NA,NA
"1935","Yohan Cabaye",2015,"32(1)",2704,1,1.5,38.5,82.6,1.3,2.9,0,7.23,"Crystal Palace","M(C)","crystal-palace",13600000
"1936","Yohan Cabaye",2016,"7(4)",727,0,1.3,35.3,80.4,1,2.4,0,6.72,"Crystal Palace","M(C)","crystal-palace",15300000
"1937","Youssouf Mulumbu",2010,"34",2863,1,0.6,46.8,84.6,0.1,5.1,0.1,7.16,"West Bromwich Albion","M(C)","west-bromwich-albion",850000
"1938","Youssouf Mulumbu",2011,"34(1)",2816,4,0.8,47.4,84.3,0,3.4,0.1,7.09,"West Bromwich Albion","M(C)","west-bromwich-albion",2980000
"1939","Youssouf Mulumbu",2012,"28",2516,2,1.1,54.6,85.7,0.1,3.5,0.1,6.81,"West Bromwich Albion","M(C)","west-bromwich-albion",2980000
"1940","Youssouf Mulumbu",2013,"33(4)",3081,2,0.5,52.6,84.8,0.1,3.5,0.1,7.02,"West Bromwich Albion","M(C)","west-bromwich-albion",5100000
"1941","David Nugent",2009,"20(10)",1879,2,0.8,16.5,71,0.1,0.4,0.1,6.62,"Burnley","M(C),FW","burnley-fc",2720000
"1942","David Nugent",2014,"16(13)",1705,2,0.7,19.5,74.2,0.3,0.4,0,6.58,"Leicester","M(C),FW","leicester-city",1960000
"1943","Eduardo da Silva",2009,"13(11)",1121,4,1.2,15.3,80.9,0,0.2,0.1,6.71,"Arsenal","M(C),FW",NA,NA
"1944","James McFadden",2009,"32(4)",2656,3,1.2,23.2,62.2,0.9,0.6,0.2,7.21,"Birmingham","M(C),FW",NA,NA
"1945","Johan Elmander",2009,"15(10)",1353,1,0.9,16,65.7,0.3,0.6,0,6.72,"Bolton","M(C),FW",NA,NA
"1946","Johan Elmander",2010,"37",3115,6,1.1,26.3,66.5,0.4,0.7,0.1,7.18,"Bolton","M(C),FW",NA,NA
"1947","Johan Elmander",2013,"16(13)",1487,4,0.9,16.2,68.8,0,0.3,0,6.46,"Norwich","M(C),FW",NA,NA
"1948","Kevin Doyle",2009,"33(1)",2899,1,0.9,23.4,69.9,0.4,0.6,0.1,6.96,"Wolverhampton Wanderers","M(C),FW",NA,NA
"1949","Kevin Doyle",2010,"25(1)",2188,4,1.1,26.4,75,0.4,0.3,0.2,6.8,"Wolverhampton Wanderers","M(C),FW",NA,NA
"1950","Kevin Doyle",2011,"26(7)",2350,7,1,22.2,78.4,0.6,0.5,0,6.68,"Wolverhampton Wanderers","M(C),FW",NA,NA
"1951","Tim Cahill",2009,"33",2870,4,1.2,36.1,74.1,0.2,1.1,0.2,7.26,"Everton","M(C),FW","everton-fc",13600000
"1952","Tim Cahill",2010,"22(5)",2016,3,1.3,30.4,74.3,0.1,0.9,0,6.99,"Everton","M(C),FW","everton-fc",13600000
"1953","Tim Cahill",2011,"27(8)",2353,2,0.6,25.6,78.5,0.1,0.8,0,6.54,"Everton","M(C),FW","everton-fc",13600000
"1954","Andrew Surman",2011,"21(4)",1915,0,1.2,36.2,82.5,0.8,1.7,0,6.67,"Norwich","M(CL)",NA,NA
"1955","Andrew Surman",2015,"38",3420,3,1.1,60.2,85.3,0.1,5.7,0.1,6.79,"Bournemouth","M(CL)","afc-bournemouth",765000
"1956","Andrew Surman",2016,"9",799,0,0.8,59.4,87.7,0.1,5.4,0.1,6.78,"Bournemouth","M(CL)","afc-bournemouth",1700000
"1957","Andy Reid",2009,"18(3)",1645,6,2.3,37.8,68.5,3.2,3.2,0.2,7.35,"Sunderland","M(CL)","sunderland-afc",3400000
"1958","Bradley Johnson",2011,"25(3)",2107,5,0.9,41.6,78,0.2,4.6,0,6.82,"Norwich","M(CL)",NA,NA
"1959","Bradley Johnson",2012,"37",3228,1,0.5,44.9,71.9,0.1,4.3,0,6.9,"Norwich","M(CL)",NA,NA
"1960","Bradley Johnson",2013,"28(4)",2462,1,0.7,42.6,74.2,0.2,3.8,0.3,6.66,"Norwich","M(CL)",NA,NA
"1961","Darren Pratley",2011,"14(11)",1273,0,0.2,18,79.3,0.1,0.7,0,6.32,"Bolton","M(CL)",NA,NA
"1962","Dele Alli",2015,"28(5)",2482,9,1.7,32.9,75.9,0.1,0.8,0.2,7.35,"Tottenham","M(CL)","tottenham-hotspur",4250000
"1963","Dele Alli",2016,"11(2)",988,1,1.7,34.2,82,0,2.5,0.1,7.04,"Tottenham","M(CL)","tottenham-hotspur",1.7e+07
"1964","Fabian Delph",2012,"19(5)",1703,0,0.6,42.9,87.9,0.1,2.4,0.1,6.89,"Aston Villa","M(CL)",NA,NA
"1965","Fabian Delph",2013,"33(1)",3003,2,0.8,46.6,83.6,0.4,3.7,0,7.12,"Aston Villa","M(CL)",NA,NA
"1966","Fabian Delph",2014,"27(1)",2434,3,1.3,59.8,85.2,0.6,5.2,0.1,7.08,"Aston Villa","M(CL)",NA,NA
"1967","Florent Malouda",2009,"26(7)",2304,8,2.5,41.2,84.1,1.8,2.2,0.2,7.63,"Chelsea","M(CL)","chelsea-fc",15730000
"1968","Florent Malouda",2010,"33(5)",2810,4,3.1,43.7,83.4,2.1,1.4,0.2,7.44,"Chelsea","M(CL)","chelsea-fc",15730000
"1969","Florent Malouda",2011,"11(15)",1155,3,1.6,26.7,82.7,1.2,0.8,0.1,6.6,"Chelsea","M(CL)","chelsea-fc",1.7e+07
"1970","Francis Coquelin",2014,"19(3)",1663,0,0.2,45.5,85.8,0,1.5,0,7.47,"Arsenal","M(CL)","arsenal-fc",2550000
"1971","Francis Coquelin",2015,"21(5)",1647,0,0.2,42.9,89.1,0.1,2.2,0,7.1,"Arsenal","M(CL)","arsenal-fc",3830000
"1972","Francis Coquelin",2016,"10(1)",825,0,0.5,47,87.8,0,1.2,0,7.14,"Arsenal","M(CL)","arsenal-fc",11050000
"1973","Georginio Wijnaldum",2015,"36(2)",3169,5,1.2,32.9,84.8,0.2,1,0.1,6.91,"Newcastle United","M(CL)",NA,NA
"1974","Georginio Wijnaldum",2016,"10(3)",931,2,1.3,42.8,87.8,0,1.4,0.1,6.76,"Liverpool","M(CL)","liverpool-fc",18700000
"1975","Joe Ledley",2014,"30(2)",2575,0,0.7,31.2,79.4,0.2,0.8,0,6.82,"Crystal Palace","M(CL)","crystal-palace",2980000
"1976","Joe Ledley",2015,"11(8)",981,0,0.2,21,79.9,0,0.7,0,6.43,"Crystal Palace","M(CL)","crystal-palace",4250000
"1977","Joe Ledley",2016,"9(1)",672,0,0.5,29.9,84.6,0.1,1.4,0,6.61,"Crystal Palace","M(CL)","crystal-palace",3400000
