"","match_point","match_flag","home_season","coach_name"
"679","1","draw","10/11","Alan Irvine"
"680","3","win","10/11","Alan Irvine"
"681","0","lose","09/10","Alan Irvine"
"682","0","lose","09/10","Alan Irvine"
"683","1","draw","09/10","Alan Irvine"
"684","3","win","09/10","Alan Irvine"
"685","1","draw","09/10","Alan Irvine"
"686","0","lose","09/10","Alan Irvine"
"687","0","lose","09/10","Alan Irvine"
"688","0","lose","09/10","Alan Irvine"
"689","0","lose","09/10","Alan Irvine"
"690","0","lose","09/10","Alan Irvine"
"691","3","win","09/10","Alan Irvine"
"692","0","lose","09/10","Alan Irvine"
"693","3","win","09/10","Alan Irvine"
"694","0","lose","09/10","Alan Irvine"
"695","0","lose","09/10","Alan Irvine"
"696","1","draw","09/10","Alan Irvine"
"697","3","win","09/10","Alan Irvine"
"698","1","draw","09/10","Alan Irvine"
"699","3","win","09/10","Alan Irvine"
"700","3","win","09/10","Alan Irvine"
"701","3","win","09/10","Alan Irvine"
"702","3","win","09/10","Alan Irvine"
"703","3","win","09/10","Alan Irvine"
"704","3","win","09/10","Alan Irvine"
"705","0","lose","08/09","Alan Irvine"
"706","3","win","08/09","Alan Irvine"
"707","3","win","08/09","Alan Irvine"
"708","0","lose","08/09","Alan Irvine"
"709","1","draw","08/09","Alan Irvine"
"710","1","draw","08/09","Alan Irvine"
"711","0","lose","08/09","Alan Irvine"
"712","0","lose","08/09","Alan Irvine"
"713","1","draw","08/09","Alan Irvine"
"714","1","draw","08/09","Alan Irvine"
"715","3","win","08/09","Alan Irvine"
"716","0","lose","08/09","Alan Irvine"
"717","3","win","08/09","Alan Irvine"
"718","3","win","08/09","Alan Irvine"
"719","0","lose","08/09","Alan Irvine"
"720","1","draw","08/09","Alan Irvine"
"721","3","win","08/09","Alan Irvine"
"722","0","lose","08/09","Alan Irvine"
"723","0","lose","08/09","Alan Irvine"
"724","3","win","08/09","Alan Irvine"
"725","0","lose","08/09","Alan Irvine"
"726","0","lose","08/09","Alan Irvine"
"727","1","draw","08/09","Alan Irvine"
"728","0","lose","08/09","Alan Irvine"
"729","3","win","08/09","Alan Irvine"
"730","3","win","08/09","Alan Irvine"
"731","1","draw","07/08","Alan Irvine"
"732","0","lose","07/08","Alan Irvine"
"733","3","win","07/08","Alan Irvine"
"734","1","draw","07/08","Alan Irvine"
"735","3","win","07/08","Alan Irvine"
"736","0","lose","07/08","Alan Irvine"
"737","1","draw","07/08","Alan Irvine"
"738","0","lose","07/08","Alan Irvine"
"739","0","lose","07/08","Alan Irvine"
"740","3","win","07/08","Alan Irvine"
"741","3","win","07/08","Alan Irvine"
"742","0","lose","07/08","Alan Irvine"
"743","0","lose","07/08","Alan Irvine"
"744","3","win","07/08","Alan Irvine"
"745","3","win","07/08","Alan Irvine"
"746","0","lose","07/08","Alan Irvine"
"747","0","lose","14/15","Alan Irvine"
"748","3","win","14/15","Alan Irvine"
"749","0","lose","14/15","Alan Irvine"
"750","0","lose","14/15","Alan Irvine"
"751","3","win","14/15","Alan Irvine"
"752","1","draw","14/15","Alan Irvine"
"753","0","lose","14/15","Alan Irvine"
"754","3","win","14/15","Alan Irvine"
"755","0","lose","14/15","Alan Irvine"
"756","3","win","14/15","Alan Irvine"
"757","1","draw","14/15","Alan Irvine"
"758","3","win","10/11","Alan Irvine"
"759","0","lose","10/11","Alan Irvine"
"760","3","win","10/11","Alan Irvine"
"761","0","lose","10/11","Alan Irvine"
"762","0","lose","10/11","Alan Irvine"
"763","3","win","10/11","Alan Irvine"
"764","3","win","10/11","Alan Irvine"
"765","3","win","10/11","Alan Irvine"
"766","0","lose","10/11","Alan Irvine"
"767","3","win","10/11","Alan Irvine"
"768","3","win","10/11","Alan Irvine"
"769","0","lose","10/11","Alan Irvine"
"770","0","lose","10/11","Alan Irvine"
"771","3","win","10/11","Alan Irvine"
"772","3","win","10/11","Alan Irvine"
"773","3","win","10/11","Alan Irvine"
"774","1","draw","09/10","Alan Irvine"
"775","1","draw","09/10","Alan Irvine"
"776","0","lose","09/10","Alan Irvine"
"777","1","draw","09/10","Alan Irvine"
"778","1","draw","09/10","Alan Irvine"
"779","1","draw","09/10","Alan Irvine"
"780","3","win","09/10","Alan Irvine"
"781","0","lose","09/10","Alan Irvine"
"782","3","win","09/10","Alan Irvine"
"783","3","win","09/10","Alan Irvine"
"784","3","win","09/10","Alan Irvine"
"785","3","win","09/10","Alan Irvine"
"786","0","lose","09/10","Alan Irvine"
"787","1","draw","09/10","Alan Irvine"
"788","1","draw","09/10","Alan Irvine"
"789","0","lose","09/10","Alan Irvine"
"790","1","draw","09/10","Alan Irvine"
"791","0","lose","09/10","Alan Irvine"
"792","0","lose","09/10","Alan Irvine"
"793","0","lose","09/10","Alan Irvine"
"794","0","lose","09/10","Alan Irvine"
"795","1","draw","09/10","Alan Irvine"
"796","3","win","09/10","Alan Irvine"
"797","1","draw","09/10","Alan Irvine"
"798","1","draw","09/10","Alan Irvine"
"799","1","draw","08/09","Alan Irvine"
"800","3","win","08/09","Alan Irvine"
"801","3","win","08/09","Alan Irvine"
"802","1","draw","08/09","Alan Irvine"
"803","3","win","08/09","Alan Irvine"
"804","0","lose","08/09","Alan Irvine"
"805","3","win","08/09","Alan Irvine"
"806","3","win","08/09","Alan Irvine"
"807","1","draw","08/09","Alan Irvine"
"808","0","lose","08/09","Alan Irvine"
"809","3","win","08/09","Alan Irvine"
"810","1","draw","08/09","Alan Irvine"
"811","0","lose","08/09","Alan Irvine"
"812","3","win","08/09","Alan Irvine"
"813","3","win","08/09","Alan Irvine"
"814","3","win","08/09","Alan Irvine"
"815","1","draw","08/09","Alan Irvine"
"816","3","win","08/09","Alan Irvine"
"817","0","lose","08/09","Alan Irvine"
"818","0","lose","08/09","Alan Irvine"
"819","0","lose","08/09","Alan Irvine"
"820","3","win","08/09","Alan Irvine"
"821","3","win","08/09","Alan Irvine"
"822","1","draw","08/09","Alan Irvine"
"823","3","win","08/09","Alan Irvine"
"824","0","lose","07/08","Alan Irvine"
"825","1","draw","07/08","Alan Irvine"
"826","1","draw","07/08","Alan Irvine"
"827","3","win","07/08","Alan Irvine"
"828","3","win","07/08","Alan Irvine"
"829","3","win","07/08","Alan Irvine"
"830","3","win","07/08","Alan Irvine"
"831","0","lose","07/08","Alan Irvine"
"832","3","win","07/08","Alan Irvine"
"833","3","win","07/08","Alan Irvine"
"834","0","lose","07/08","Alan Irvine"
"835","3","win","07/08","Alan Irvine"
"836","0","lose","07/08","Alan Irvine"
"837","3","win","07/08","Alan Irvine"
"838","0","lose","07/08","Alan Irvine"
"839","0","lose","07/08","Alan Irvine"
"840","0","lose","07/08","Alan Irvine"
"841","3","win","15/16","Andre Villas-Boas"
"842","3","win","15/16","Andre Villas-Boas"
"843","3","win","15/16","Andre Villas-Boas"
"844","0","lose","15/16","Andre Villas-Boas"
"845","3","win","15/16","Andre Villas-Boas"
"846","3","win","15/16","Andre Villas-Boas"
"847","3","win","15/16","Andre Villas-Boas"
"848","1","draw","15/16","Andre Villas-Boas"
"849","0","lose","15/16","Andre Villas-Boas"
"850","1","draw","15/16","Andre Villas-Boas"
"851","3","win","15/16","Andre Villas-Boas"
"852","0","lose","15/16","Andre Villas-Boas"
"853","1","draw","15/16","Andre Villas-Boas"
"854","3","win","15/16","Andre Villas-Boas"
"855","1","draw","15/16","Andre Villas-Boas"
"856","3","win","15/16","Andre Villas-Boas"
"857","3","win","15/16","Andre Villas-Boas"
"858","3","win","15/16","Andre Villas-Boas"
"859","0","lose","15/16","Andre Villas-Boas"
"860","0","lose","15/16","Andre Villas-Boas"
"861","3","win","15/16","Andre Villas-Boas"
"862","3","win","15/16","Andre Villas-Boas"
"863","3","win","14/15","Andre Villas-Boas"
"864","1","draw","14/15","Andre Villas-Boas"
"865","1","draw","14/15","Andre Villas-Boas"
"866","1","draw","14/15","Andre Villas-Boas"
"867","0","lose","14/15","Andre Villas-Boas"
"868","3","win","14/15","Andre Villas-Boas"
"869","3","win","14/15","Andre Villas-Boas"
"870","1","draw","14/15","Andre Villas-Boas"
"871","3","win","14/15","Andre Villas-Boas"
"872","3","win","14/15","Andre Villas-Boas"
"873","3","win","14/15","Andre Villas-Boas"
"874","0","lose","14/15","Andre Villas-Boas"
"875","3","win","14/15","Andre Villas-Boas"
"876","0","lose","14/15","Andre Villas-Boas"
"877","0","lose","14/15","Andre Villas-Boas"
"878","0","lose","14/15","Andre Villas-Boas"
"879","1","draw","14/15","Andre Villas-Boas"
"880","3","win","14/15","Andre Villas-Boas"
"881","3","win","14/15","Andre Villas-Boas"
"882","3","win","14/15","Andre Villas-Boas"
"883","3","win","14/15","Andre Villas-Boas"
"884","3","win","14/15","Andre Villas-Boas"
"885","3","win","14/15","Andre Villas-Boas"
"886","3","win","14/15","Andre Villas-Boas"
"887","3","win","13/14","Andre Villas-Boas"
"888","1","draw","13/14","Andre Villas-Boas"
"889","3","win","13/14","Andre Villas-Boas"
"890","3","win","13/14","Andre Villas-Boas"
"891","3","win","13/14","Andre Villas-Boas"
"892","3","win","13/14","Andre Villas-Boas"
"893","3","win","13/14","Andre Villas-Boas"
"894","3","win","13/14","Andre Villas-Boas"
"895","0","lose","13/14","Andre Villas-Boas"
"896","1","draw","13/14","Andre Villas-Boas"
"897","3","win","13/14","Andre Villas-Boas"
"898","3","win","13/14","Andre Villas-Boas"
"899","3","win","13/14","Andre Villas-Boas"
"900","3","win","13/14","Andre Villas-Boas"
"901","3","win","13/14","Andre Villas-Boas"
"902","0","lose","13/14","Andre Villas-Boas"
"903","3","win","13/14","Andre Villas-Boas"
"904","3","win","13/14","Andre Villas-Boas"
"905","3","win","12/13","Andre Villas-Boas"
"906","3","win","12/13","Andre Villas-Boas"
"907","3","win","12/13","Andre Villas-Boas"
"908","1","draw","12/13","Andre Villas-Boas"
"909","3","win","12/13","Andre Villas-Boas"
"910","0","lose","12/13","Andre Villas-Boas"
"911","3","win","12/13","Andre Villas-Boas"
"912","3","win","12/13","Andre Villas-Boas"
"913","3","win","12/13","Andre Villas-Boas"
"914","3","win","12/13","Andre Villas-Boas"
"915","0","lose","12/13","Andre Villas-Boas"
"916","1","draw","12/13","Andre Villas-Boas"
"917","3","win","12/13","Andre Villas-Boas"
"918","3","win","12/13","Andre Villas-Boas"
"919","3","win","12/13","Andre Villas-Boas"
"920","3","win","12/13","Andre Villas-Boas"
"921","3","win","12/13","Andre Villas-Boas"
"922","1","draw","12/13","Andre Villas-Boas"
"923","0","lose","12/13","Andre Villas-Boas"
"924","0","lose","12/13","Andre Villas-Boas"
"925","3","win","12/13","Andre Villas-Boas"
"926","0","lose","12/13","Andre Villas-Boas"
"927","1","draw","12/13","Andre Villas-Boas"
"928","3","win","12/13","Andre Villas-Boas"
"929","1","draw","12/13","Andre Villas-Boas"
"930","1","draw","12/13","Andre Villas-Boas"
"931","0","lose","12/13","Andre Villas-Boas"
"932","3","win","11/12","Andre Villas-Boas"
"933","1","draw","11/12","Andre Villas-Boas"
"934","1","draw","11/12","Andre Villas-Boas"
"935","3","win","11/12","Andre Villas-Boas"
"936","3","win","11/12","Andre Villas-Boas"
"937","3","win","11/12","Andre Villas-Boas"
"938","1","draw","11/12","Andre Villas-Boas"
"939","1","draw","11/12","Andre Villas-Boas"
"940","3","win","11/12","Andre Villas-Boas"
"941","0","lose","11/12","Andre Villas-Boas"
"942","0","lose","11/12","Andre Villas-Boas"
"943","3","win","11/12","Andre Villas-Boas"
"944","0","lose","11/12","Andre Villas-Boas"
"945","0","lose","11/12","Andre Villas-Boas"
"946","3","win","11/12","Andre Villas-Boas"
"947","1","draw","11/12","Andre Villas-Boas"
"948","3","win","11/12","Andre Villas-Boas"
"949","3","win","11/12","Andre Villas-Boas"
"950","3","win","11/12","Andre Villas-Boas"
"951","1","draw","11/12","Andre Villas-Boas"
"952","3","win","10/11","Andre Villas-Boas"
"953","1","draw","10/11","Andre Villas-Boas"
"954","3","win","10/11","Andre Villas-Boas"
"955","3","win","10/11","Andre Villas-Boas"
"956","3","win","10/11","Andre Villas-Boas"
"957","3","win","10/11","Andre Villas-Boas"
"958","3","win","10/11","Andre Villas-Boas"
"959","3","win","10/11","Andre Villas-Boas"
"960","3","win","10/11","Andre Villas-Boas"
"961","0","lose","10/11","Andre Villas-Boas"
"962","3","win","10/11","Andre Villas-Boas"
"963","0","lose","10/11","Andre Villas-Boas"
"964","3","win","10/11","Andre Villas-Boas"
"965","3","win","10/11","Andre Villas-Boas"
"966","3","win","10/11","Andre Villas-Boas"
"967","3","win","10/11","Andre Villas-Boas"
"968","3","win","10/11","Andre Villas-Boas"
"969","1","draw","10/11","Andre Villas-Boas"
"970","3","win","10/11","Andre Villas-Boas"
"971","1","draw","10/11","Andre Villas-Boas"
"972","3","win","10/11","Andre Villas-Boas"
"973","1","draw","10/11","Andre Villas-Boas"
"974","3","win","10/11","Andre Villas-Boas"
"975","3","win","10/11","Andre Villas-Boas"
"976","3","win","10/11","Andre Villas-Boas"
"977","3","win","10/11","Andre Villas-Boas"
"978","3","win","10/11","Andre Villas-Boas"
"979","3","win","09/10","Andre Villas-Boas"
"980","3","win","09/10","Andre Villas-Boas"
"981","1","draw","09/10","Andre Villas-Boas"
"982","0","lose","09/10","Andre Villas-Boas"
"983","1","draw","09/10","Andre Villas-Boas"
"984","3","win","09/10","Andre Villas-Boas"
"985","0","lose","09/10","Andre Villas-Boas"
"986","0","lose","09/10","Andre Villas-Boas"
"987","0","lose","09/10","Andre Villas-Boas"
"988","3","win","09/10","Andre Villas-Boas"
"989","0","lose","09/10","Andre Villas-Boas"
"990","0","lose","09/10","Andre Villas-Boas"
"991","0","lose","09/10","Andre Villas-Boas"
"992","1","draw","09/10","Andre Villas-Boas"
"993","0","lose","09/10","Andre Villas-Boas"
"994","1","draw","15/16","Andre Villas-Boas"
"995","3","win","15/16","Andre Villas-Boas"
"996","3","win","15/16","Andre Villas-Boas"
"997","3","win","15/16","Andre Villas-Boas"
"998","3","win","15/16","Andre Villas-Boas"
"999","3","win","15/16","Andre Villas-Boas"
"1000","0","lose","15/16","Andre Villas-Boas"
"1001","3","win","15/16","Andre Villas-Boas"
"1002","0","lose","15/16","Andre Villas-Boas"
"1003","0","lose","15/16","Andre Villas-Boas"
"1004","3","win","15/16","Andre Villas-Boas"
"1005","3","win","15/16","Andre Villas-Boas"
"1006","3","win","15/16","Andre Villas-Boas"
"1007","3","win","15/16","Andre Villas-Boas"
"1008","3","win","15/16","Andre Villas-Boas"
"1009","1","draw","15/16","Andre Villas-Boas"
"1010","1","draw","15/16","Andre Villas-Boas"
"1011","1","draw","15/16","Andre Villas-Boas"
"1012","3","win","15/16","Andre Villas-Boas"
"1013","3","win","15/16","Andre Villas-Boas"
"1014","3","win","15/16","Andre Villas-Boas"
"1015","3","win","15/16","Andre Villas-Boas"
"1016","0","lose","14/15","Andre Villas-Boas"
"1017","3","win","14/15","Andre Villas-Boas"
"1018","3","win","14/15","Andre Villas-Boas"
"1019","1","draw","14/15","Andre Villas-Boas"
"1020","1","draw","14/15","Andre Villas-Boas"
"1021","3","win","14/15","Andre Villas-Boas"
"1022","0","lose","14/15","Andre Villas-Boas"
"1023","3","win","14/15","Andre Villas-Boas"
"1024","3","win","14/15","Andre Villas-Boas"
"1025","0","lose","14/15","Andre Villas-Boas"
"1026","3","win","14/15","Andre Villas-Boas"
"1027","3","win","14/15","Andre Villas-Boas"
"1028","0","lose","14/15","Andre Villas-Boas"
"1029","3","win","14/15","Andre Villas-Boas"
"1030","3","win","14/15","Andre Villas-Boas"
"1031","1","draw","14/15","Andre Villas-Boas"
"1032","1","draw","14/15","Andre Villas-Boas"
"1033","3","win","14/15","Andre Villas-Boas"
"1034","3","win","14/15","Andre Villas-Boas"
"1035","3","win","14/15","Andre Villas-Boas"
"1036","3","win","14/15","Andre Villas-Boas"
"1037","3","win","14/15","Andre Villas-Boas"
"1038","3","win","14/15","Andre Villas-Boas"
"1039","0","lose","14/15","Andre Villas-Boas"
"1040","0","lose","13/14","Andre Villas-Boas"
"1041","3","win","13/14","Andre Villas-Boas"
"1042","3","win","13/14","Andre Villas-Boas"
"1043","3","win","13/14","Andre Villas-Boas"
"1044","0","lose","13/14","Andre Villas-Boas"
"1045","3","win","13/14","Andre Villas-Boas"
"1046","1","draw","13/14","Andre Villas-Boas"
"1047","0","lose","13/14","Andre Villas-Boas"
"1048","3","win","13/14","Andre Villas-Boas"
"1049","3","win","13/14","Andre Villas-Boas"
"1050","3","win","13/14","Andre Villas-Boas"
"1051","0","lose","13/14","Andre Villas-Boas"
"1052","1","draw","13/14","Andre Villas-Boas"
"1053","3","win","13/14","Andre Villas-Boas"
"1054","3","win","13/14","Andre Villas-Boas"
"1055","3","win","13/14","Andre Villas-Boas"
"1056","3","win","13/14","Andre Villas-Boas"
"1057","3","win","12/13","Andre Villas-Boas"
"1058","1","draw","12/13","Andre Villas-Boas"
"1059","1","draw","12/13","Andre Villas-Boas"
"1060","0","lose","12/13","Andre Villas-Boas"
"1061","1","draw","12/13","Andre Villas-Boas"
"1062","0","lose","12/13","Andre Villas-Boas"
"1063","0","lose","12/13","Andre Villas-Boas"
"1064","3","win","12/13","Andre Villas-Boas"
"1065","1","draw","12/13","Andre Villas-Boas"
"1066","3","win","12/13","Andre Villas-Boas"
"1067","1","draw","12/13","Andre Villas-Boas"
"1068","1","draw","12/13","Andre Villas-Boas"
"1069","3","win","12/13","Andre Villas-Boas"
"1070","3","win","12/13","Andre Villas-Boas"
"1071","1","draw","12/13","Andre Villas-Boas"
"1072","0","lose","12/13","Andre Villas-Boas"
"1073","3","win","12/13","Andre Villas-Boas"
"1074","3","win","12/13","Andre Villas-Boas"
"1075","0","lose","12/13","Andre Villas-Boas"
"1076","3","win","12/13","Andre Villas-Boas"
"1077","0","lose","12/13","Andre Villas-Boas"
"1078","1","draw","12/13","Andre Villas-Boas"
"1079","3","win","12/13","Andre Villas-Boas"
"1080","3","win","12/13","Andre Villas-Boas"
"1081","3","win","12/13","Andre Villas-Boas"
"1082","3","win","12/13","Andre Villas-Boas"
"1083","1","draw","12/13","Andre Villas-Boas"
"1084","0","lose","11/12","Andre Villas-Boas"
"1085","0","lose","11/12","Andre Villas-Boas"
"1086","0","lose","11/12","Andre Villas-Boas"
"1087","1","draw","11/12","Andre Villas-Boas"
"1088","1","draw","11/12","Andre Villas-Boas"
"1089","3","win","11/12","Andre Villas-Boas"
"1090","0","lose","11/12","Andre Villas-Boas"
"1091","1","draw","11/12","Andre Villas-Boas"
"1092","3","win","11/12","Andre Villas-Boas"
"1093","3","win","11/12","Andre Villas-Boas"
"1094","3","win","11/12","Andre Villas-Boas"
"1095","0","lose","11/12","Andre Villas-Boas"
"1096","1","draw","11/12","Andre Villas-Boas"
"1097","3","win","11/12","Andre Villas-Boas"
"1098","3","win","11/12","Andre Villas-Boas"
